202;...2;...3;...4;codes;category;scheme;pre1;pre2;pre3;phrase;feature;subst;ar;regex;repl;regexcor;test;version;regxmean
NA;NA;NA;NA;9poss 0 rel;1;NA;%;N;PV;nonstandard;possessive;%NPV: nonstandard possessive;42;(9nst poss\.)|(9nst poss)|(#9 nst poss#)|(#9nst poss#)|(9poss 0 element)|(9poss 0 rel)|(9poss 0 cop);%#%;9poss 0 rel;NA;v2_9;11
NA;NA;NA;NA;9poss 0 cop;1;NA;%;N;PV;nonstandard;possessive;%NPV: nonstandard possessive;42;(9nst poss\.)|(9nst poss)|(#9 nst poss#)|(#9nst poss#)|(9poss 0 element)|(9poss 0 rel)|(9poss 0 cop);%#%;9poss 0 cop;NA;v2_9;11
NA;NA;NA;NA;<#NRL#>;1;1;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;45;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#)|(<#NRL#>)|(9rel)|(9std rel except case);%#%;<#NRL#>;NA;v2_9;NA
NA;NA;NA;NA;9rel;1;NA;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;45;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#)|(<#NRL#>)|(9rel)|(9std rel except case);%#%;9rel;NA;v2_9;4
NA;NA;NA;NA;9std rel except case;1;NA;%;N;RL;nonstandard;relative;%NRL: nonstandard relative;45;(9rel)|(9rel)|(9nst rel)|(#9rel)|(#9rel#)|(#9nst rel#)|(#9nst rel\?#)|(#9rel\?#)|(<#NRL#>)|(9rel)|(9std rel except case);%#%;9std rel except case;NA;v2_9;20
NA;NA;NA;NA;90 refl pro;1;NA;%;0;RP;zero;reflexive pronoun;%0RP: zero reflexive pronoun;67;(90 refl pro);%#%;90 refl pro;NA;v2_9;11
NA;NA;NA;NA;<#NSM#>;1;1;%;N;SM;nonstandard;semantics;%NSM: nonstandard semantics;46;(9semantics)|(#9semantics)|(#9semantics#)|(#9semantics of viel#)|(#9semantics\.#)|(<#NSM#>);%#%;<#NSM#>;NA;v2_9;NA
NA;NA;NA;NA;<#NSU#>;1;1;%;N;SU;nonstandard;subject;%NSU: nonstandard subject;68;(<#NSU#>);%#%;<#NSU#>;NA;v2_9;NA
NA;NA;NA;NA;90  subj;1;NA;%;0;SU;zero;subject;%0SU: zero subject;47;(90 subj\.)|(9ck 0 subj\.)|(90 subj)|(90 subj)|(90 subj)|(#90 subj#)|(#90 subj)|(#90 sub#)|(#9 0 subj#)|(#90 subj\.#)|(90  subj);%#%;90  subj;NA;v2_9;8
NA;NA;NA;NA;<#NSY#>;1;1;%;N;SY;nonstandard;syntax;%NSY: nonstandard syntax;69;(<#NSY#>);%#%;<#NSY#>;NA;v2_9;NA
NA;NA;NA;NA;9vocab;1;NA;%;N;VC;nonstandard;vocab;%NVC: nonstandard vocab;70;(9vocab);%#%;9vocab;NA;v2_9;6
NA;NA;NA;NA;<#0VP#>;2;1;%;0;VP;zero;VP;%0VP: zero VP;48;(90 verb)|(#90 verb#)|(<#0VP#>)|(90 verb);%#%;<#0VP#>;NA;v2_9;NA
NA;NA;NA;NA;<#NVP#>;1;1;%;N;VP;nonstandard;VP;%NVP: nonstandard VP;49;(#9nst verb#)|(<#NVP#>)|(9verb)|(9nst verb form);%#%;<#NVP#>;NA;v2_9;NA
NA;NA;NA;NA;9verb;1;NA;%;N;VP;nonstandard;VP;%NVP: nonstandard VP;49;(#9nst verb#)|(<#NVP#>)|(9verb)|(9nst verb form);%#%;9verb;NA;v2_9;5
NA;NA;NA;NA;9nst verb form;1;NA;%;N;VP;nonstandard;VP;%NVP: nonstandard VP;49;(#9nst verb#)|(<#NVP#>)|(9verb)|(9nst verb form);%#%;9nst verb form;NA;v2_9;14
NA;NA;NA;NA;90 verb;1;NA;%;0;VP;zero;VP;%0VP: zero VP;48;(90 verb)|(#90 verb#)|(<#0VP#>)|(90 verb);%#%;90 verb;NA;v2_9;7
NA;NA;NA;NA;9w o;1;NA;%;N;WO;nonstandard;word order;%NWO: nonstandard word order;51;(9w o\.)|(9w\.o\.)|(9nst w o)|(9nst w o)|(9nst w o)|(#9nst w\.o\.#)|(#9nst w o#)|(#9nst w o\.#)|(#9nst w o\. #)|(9w o);%#%;9w o;NA;v2_9;4
